State_PUMA,Borough,AGEGROUPSD,AGEGROUPS,Age65Plus,Age18,MUTU,MUTUD,EDUCD_Recode,EDUCD_College,ENGAbility,LANX,NATIVITY,PovertyLevel,DisabilityAgeGroups,CLASSWKR_DCP,id
3603903,5,11,6,1,2,2,2,4,3,1,1,1,2,4,0,333
3604103,4,8,5,2,2,4,4,2,2,4,2,2,2,3,0,334
3604103,4,8,5,2,2,4,4,2,2,4,2,2,2,3,1,335
3604103,4,12,6,1,2,4,4,1,1,4,2,2,2,4,0,336
3604107,4,6,3,2,2,4,4,4,3,3,2,1,2,3,1,337
3604001,3,7,4,2,2,4,4,1,1,4,2,2,2,3,1,338
3604103,4,5,2,2,2,4,4,3,,4,2,2,2,2,0,339
3604007,3,11,6,1,2,2,2,1,1,1,1,1,1,4,0,340
3604007,3,9,5,2,2,2,2,1,1,1,1,1,1,3,0,341
3604105,4,8,5,2,2,2,2,5,3,1,1,2,2,3,2,342
3604105,4,9,5,2,2,2,2,2,2,1,1,2,2,3,1,343
3604105,4,4,2,2,2,2,2,2,,1,1,2,2,2,1,344
3604105,4,4,1,2,1,2,2,1,,1,1,2,2,1,0,345
3604105,4,3,1,2,1,2,2,1,,1,1,2,2,1,0,346
3603710,2,10,5,2,2,3,3,2,2,4,2,2,1,3,3,347
3604009,3,8,5,2,2,2,2,4,3,1,1,2,2,3,3,348
3604009,3,2,1,2,1,2,2,1,,1,1,1,,1,0,349
3604009,3,2,1,2,1,2,2,1,,1,1,1,,1,0,350
3604009,3,1,1,2,1,2,2,1,,0,0,1,,1,0,351
3604005,3,4,1,2,1,3,3,1,,3,2,1,,1,0,352
3604106,4,7,4,2,2,4,4,4,3,4,2,2,2,3,1,353
3604106,4,6,3,2,2,4,4,4,3,3,2,2,2,3,1,354
3604018,3,13,6,1,2,1,1,2,2,4,2,2,1,4,0,355
3604008,3,7,4,2,2,2,2,4,3,1,1,2,2,3,1,356
3604008,3,10,5,2,2,2,2,2,2,3,2,1,2,3,0,357
3604008,3,5,2,2,2,2,2,2,,1,1,1,2,2,0,358
3604008,3,3,1,2,1,2,2,1,,1,1,1,2,1,0,359
3604008,3,2,1,2,1,2,2,1,,1,1,1,2,1,0,360
3604008,3,5,2,2,2,2,2,2,,1,1,1,2,2,0,361
3603902,5,9,5,2,2,1,1,4,3,1,1,1,2,3,1,362
3603902,5,8,5,2,2,1,1,5,3,1,1,1,2,3,1,363
3603902,5,6,3,2,2,1,1,5,3,4,2,1,2,3,1,364
3603902,5,5,2,2,2,1,1,3,,1,1,1,2,2,1,365
3603803,1,11,6,1,2,2,2,2,2,1,1,1,2,4,2,366
3604102,4,8,5,2,2,3,3,1,1,4,2,2,2,3,1,367
3604001,3,11,6,1,2,1,1,3,2,1,1,1,2,4,0,368
3604001,3,7,4,2,2,1,1,2,2,1,1,1,2,3,0,369
3604015,3,6,3,2,2,1,1,5,3,3,2,1,2,3,1,370
3604106,4,13,6,1,2,2,2,2,2,1,1,1,,4,0,371
3603705,2,6,3,2,2,2,2,2,2,1,1,1,2,3,1,372
3603705,2,1,1,2,1,2,2,1,,0,0,1,2,1,0,373
3603705,2,6,3,2,2,2,2,3,2,1,1,1,2,3,1,374
3603706,2,8,5,2,2,3,3,3,2,3,2,2,2,3,1,375
3603706,2,6,3,2,2,3,3,4,3,3,2,2,2,3,0,376
3603706,2,3,1,2,1,3,3,1,,3,2,1,2,1,0,377
3603706,2,3,1,2,1,3,3,1,,3,2,1,2,1,0,378
3603706,2,1,1,2,1,3,3,1,,0,0,1,2,1,0,379
3604107,4,9,5,2,2,3,3,4,3,4,2,2,2,3,1,380
3604107,4,8,5,2,2,3,3,2,2,4,2,2,2,3,0,381
3604107,4,4,1,2,1,4,4,1,,3,2,2,2,1,0,382
3604107,4,4,1,2,1,4,4,1,,3,2,2,2,1,0,383
3604010,3,10,5,2,2,2,2,3,2,1,1,2,2,3,1,384
3604010,3,5,2,2,2,2,2,3,,1,1,1,2,2,0,385
3604010,3,2,1,2,1,2,2,1,,1,1,1,2,1,0,386
3603801,1,11,6,1,2,2,2,1,1,1,1,1,2,4,0,387
3604112,4,11,6,1,2,2,2,3,2,1,1,1,2,4,0,388
3604112,4,11,6,1,2,2,2,2,2,1,1,1,2,4,0,389
3603701,2,12,6,1,2,3,3,1,1,4,2,2,1,4,0,390
3604016,3,7,4,2,2,1,1,5,3,3,2,2,2,3,1,391
3604016,3,6,3,2,2,1,1,3,2,1,1,1,2,3,1,392
3604016,3,1,1,2,1,1,1,1,,0,0,1,2,1,0,393
3604016,3,1,1,2,1,1,1,0,,0,0,1,2,1,0,394
3604006,3,7,4,2,2,1,1,3,2,3,2,2,1,3,1,395
3604006,3,1,1,2,1,1,1,0,,0,0,1,1,1,0,396
3604006,3,7,4,2,2,1,1,2,2,1,1,1,2,3,1,397
3604112,4,12,6,1,2,2,2,3,2,1,1,1,2,4,0,398
3604112,4,7,4,2,2,2,2,2,2,1,1,1,2,3,1,399
3604112,4,6,3,2,2,2,2,2,2,1,1,1,2,3,2,400
3604112,4,5,2,2,2,2,2,2,,1,1,1,2,2,1,401
3604105,4,6,3,2,2,4,4,5,3,3,2,2,2,3,1,402
3604105,4,6,3,2,2,4,4,5,3,3,2,2,2,3,1,403
3604105,4,1,1,2,1,4,4,0,,0,0,1,2,1,0,404
3604003,3,9,5,2,2,2,2,5,3,1,1,1,2,3,1,405
3604003,3,9,5,2,2,2,2,4,3,1,1,2,2,3,1,406
3603901,5,8,5,2,2,1,1,3,2,1,1,1,2,3,1,407
3603901,5,6,3,2,2,1,1,4,3,1,1,1,2,3,1,408
3603901,5,5,2,2,2,1,1,3,,1,1,1,2,2,1,409
3604114,4,4,1,2,1,2,2,1,,1,1,1,,1,0,410
3604004,3,6,3,2,2,1,1,5,3,3,2,2,2,3,3,411
3604004,3,6,3,2,2,4,4,4,3,3,2,2,2,3,1,412
3604004,3,1,1,2,1,6,8,0,,0,0,1,2,1,0,413
3603709,2,12,6,1,2,3,3,1,1,4,2,2,2,4,1,414
3603709,2,7,4,2,2,3,3,2,2,4,2,2,2,3,1,415
3603709,2,3,1,2,1,3,3,1,,3,2,2,2,1,0,416
3603709,2,2,1,2,1,3,3,1,,3,2,2,2,1,0,417
3603709,2,1,1,2,1,3,3,0,,0,0,1,2,1,0,418
3603709,2,7,4,2,2,3,3,2,2,4,2,2,2,3,1,419
3604017,3,8,5,2,2,3,3,3,2,4,2,1,2,3,2,420
3603709,2,8,5,2,2,2,2,2,2,1,1,1,1,3,0,421
3603709,2,4,2,2,2,2,2,1,,1,1,1,1,2,2,422
3603709,2,4,2,2,2,2,2,1,,1,1,1,1,2,0,423
3603706,2,12,6,1,2,3,3,1,1,4,2,2,2,4,3,424
3603902,5,7,4,2,2,1,1,3,2,3,2,2,2,3,1,425
3603902,5,7,4,2,2,1,1,3,2,4,2,2,2,3,1,426
3603902,5,3,1,2,1,1,1,1,,3,2,1,2,1,0,427
3603902,5,2,1,2,1,1,1,1,,3,2,1,2,1,0,428
3603903,5,9,5,2,2,3,3,2,2,1,1,1,2,3,1,429
3603903,5,9,5,2,2,1,1,2,2,1,1,1,2,3,1,430
3603802,1,11,6,1,2,1,1,4,3,1,1,1,2,4,0,431
3604109,4,11,6,1,2,1,1,4,3,1,1,1,2,4,1,432
3604004,3,11,6,1,2,1,1,2,2,1,1,1,,4,0,433
3603901,5,9,5,2,2,1,1,3,2,1,1,1,2,3,1,434
3603901,5,5,2,2,2,1,1,5,,1,1,1,2,2,1,435
3603901,5,5,2,2,2,1,1,3,,1,1,1,2,2,1,436
3603708,2,6,3,2,2,3,3,3,2,4,2,2,2,3,1,437
3603708,2,1,1,2,1,3,3,1,,0,0,1,2,1,0,438
3603708,2,5,2,2,2,3,3,3,,4,2,2,2,2,1,439
3603708,2,11,6,1,2,3,3,1,1,4,2,2,2,4,0,440
3603708,2,8,5,2,2,3,3,1,1,4,2,2,2,3,0,441
3604012,3,12,6,1,2,1,1,2,2,1,1,1,2,4,0,442
3604007,3,7,4,2,2,3,3,2,2,3,2,2,1,3,1,443
3604007,3,7,4,2,2,6,8,1,1,4,2,2,1,3,1,444
3604007,3,4,1,2,1,3,3,1,,3,2,1,1,1,0,445
3604007,3,4,1,2,1,3,3,1,,3,2,1,1,1,2,446
3604007,3,3,1,2,1,3,3,1,,3,2,1,1,1,0,447
3604007,3,3,1,2,1,3,3,1,,3,2,1,1,1,0,448
3604007,3,1,1,2,1,1,1,1,,0,0,1,1,1,0,449
3604007,3,6,3,2,2,3,3,4,3,1,1,1,1,3,1,450
3604103,4,11,6,1,2,4,4,2,2,4,2,2,1,4,0,451
3604105,4,11,6,1,2,2,2,2,2,1,1,2,2,4,2,452
3604002,3,10,5,2,2,3,3,1,1,4,2,1,1,3,0,453
3604002,3,4,2,2,2,3,3,3,,3,2,1,1,2,0,454
3604002,3,2,1,2,1,3,3,1,,3,2,1,1,1,0,455
3604110,4,7,4,2,2,3,3,5,3,3,2,1,2,3,1,456
3604110,4,6,3,2,2,3,3,3,2,1,1,1,2,3,0,457
3604110,4,1,1,2,1,3,3,1,,0,0,1,2,1,0,458
3604110,4,1,1,2,1,3,3,0,,0,0,1,2,1,0,459
3603903,5,11,6,1,2,1,1,2,2,4,2,2,2,4,0,460
3604103,4,12,6,1,2,3,3,5,3,3,2,2,2,4,0,461
3604103,4,12,6,1,2,3,3,2,2,4,2,2,2,4,0,462
3604017,3,10,5,2,2,1,1,2,2,4,2,2,2,3,3,463
3604009,3,13,6,1,2,2,2,1,1,1,1,1,2,4,0,464
3604009,3,12,6,1,2,2,2,4,3,1,1,1,2,4,0,465
3604001,3,7,4,2,2,1,1,3,2,1,1,1,2,3,1,466
3604001,3,7,4,2,2,3,3,2,2,3,2,1,2,3,1,467
3604008,3,8,5,2,2,2,2,3,2,1,1,2,2,3,1,468
3604008,3,7,4,2,2,1,1,2,2,1,1,2,2,3,1,469
3604008,3,3,1,2,1,1,1,1,,1,1,2,2,1,0,470
3604008,3,12,6,1,2,1,1,2,2,1,1,2,2,4,0,471
3604015,3,7,4,2,2,1,1,4,3,1,1,1,2,3,1,472
3604015,3,6,3,2,2,1,1,5,3,1,1,1,2,3,2,473
3604015,3,13,6,1,2,1,1,2,2,1,1,2,2,4,0,474
3604016,3,11,6,1,2,1,1,2,2,4,2,2,2,4,0,475
3604016,3,12,6,1,2,1,1,4,3,4,2,2,2,4,0,476
3603802,1,7,4,2,2,1,1,5,3,1,1,1,2,3,1,477
3603802,1,6,3,2,2,1,1,3,2,1,1,1,2,3,1,478
3603802,1,6,3,2,2,1,1,3,2,3,2,1,2,3,1,479
3604107,4,10,5,2,2,4,4,1,1,4,2,2,2,3,0,480
3604107,4,6,3,2,2,4,4,4,3,3,2,1,2,3,2,481
3604107,4,11,6,1,2,4,4,1,1,4,2,2,2,4,3,482
3604107,4,10,5,2,2,4,4,1,1,4,2,2,2,3,1,483
3604001,3,7,4,2,2,1,1,1,1,4,2,1,1,3,1,484
3604001,3,7,4,2,2,1,1,2,2,3,2,1,1,3,2,485
3604001,3,4,2,2,2,1,1,3,,4,2,1,1,2,0,486
3604001,3,4,1,2,1,1,1,1,,3,2,1,1,1,0,487
3604001,3,3,1,2,1,1,1,1,,4,2,1,1,1,0,488
3604001,3,2,1,2,1,1,1,1,,4,2,1,1,1,0,489
3604001,3,2,1,2,1,1,1,1,,4,2,1,1,1,0,490
3604001,3,1,1,2,1,1,1,1,,0,0,1,1,1,0,491
3603807,1,11,6,1,2,1,1,5,3,1,1,1,2,4,1,492
3603707,2,9,5,2,2,3,3,2,2,4,2,2,2,3,1,493
3603707,2,12,6,1,2,3,3,1,1,4,2,2,2,4,2,494
3604009,3,6,3,2,2,2,2,2,2,1,1,2,2,3,1,495
3604009,3,6,3,2,2,2,2,2,2,1,1,2,2,3,3,496
3603706,2,9,5,2,2,3,3,3,2,4,2,2,2,3,0,497
3603706,2,9,5,2,2,3,3,2,2,4,2,2,2,3,1,498
3603706,2,6,3,2,2,3,3,5,3,3,2,2,2,3,2,499
3603706,2,6,3,2,2,3,3,3,2,3,2,2,2,3,2,500
3603706,2,3,1,2,1,3,3,1,,1,1,1,2,1,0,501
3603706,2,1,1,2,1,3,3,1,,0,0,1,2,1,0,502
3603706,2,1,1,2,1,3,3,1,,0,0,1,2,1,0,503
3604112,4,7,4,2,2,2,2,3,2,1,1,1,1,3,1,504
3604009,3,11,6,1,2,1,1,5,3,1,1,1,2,4,0,505
3604009,3,11,6,1,2,1,1,5,3,1,1,1,2,4,1,506
3603803,1,7,4,2,2,2,2,2,2,1,1,1,1,3,2,507
3603803,1,3,1,2,1,2,2,1,,1,1,1,1,1,0,508
3603803,1,3,1,2,1,2,2,1,,1,1,1,1,1,0,509
3603803,1,1,1,2,1,2,2,0,,0,0,1,1,1,0,510
3604015,3,10,5,2,2,2,2,2,2,1,1,1,2,3,0,511
3604015,3,10,5,2,2,2,2,4,3,1,1,1,2,3,2,512
3604015,3,5,2,2,2,2,2,2,,1,1,1,2,2,1,513
3604015,3,5,2,2,2,2,2,2,,1,1,1,2,2,1,514
3604015,3,9,5,2,2,2,2,1,1,3,2,2,2,3,1,515
3604108,4,12,6,1,2,1,1,2,2,1,1,2,2,4,1,516
3604108,4,12,6,1,2,1,1,3,2,1,1,1,2,4,2,517
3603705,2,9,5,2,2,2,2,1,1,1,1,2,2,3,2,518
3603705,2,8,5,2,2,2,2,4,3,1,1,2,2,3,1,519
3603705,2,7,4,2,2,2,2,3,2,1,1,2,2,3,0,520
3603709,2,12,6,1,2,3,3,1,1,3,2,1,2,4,0,521
3603709,2,8,5,2,2,3,3,5,3,3,2,1,2,3,2,522
3603709,2,3,1,2,1,3,3,1,,1,1,1,2,1,0,523
3603709,2,8,5,2,2,3,3,4,3,3,2,1,2,3,2,524
3603804,1,6,3,2,2,2,2,3,2,1,1,1,1,3,0,525
3603804,1,2,1,2,1,2,2,1,,1,1,1,1,1,0,526
3603804,1,1,1,2,1,2,2,1,,0,0,1,1,1,0,527
3604002,3,10,5,2,2,3,3,2,2,4,2,2,2,3,0,528
3604002,3,6,3,2,2,3,3,2,2,4,2,2,2,3,1,529
3604002,3,3,1,2,1,3,3,1,,3,2,1,2,1,0,530
3604002,3,2,1,2,1,3,3,1,,3,2,1,2,1,0,531
3604002,3,6,3,2,2,3,3,2,2,4,2,2,2,3,0,532
3603704,2,7,4,2,2,3,3,3,2,3,2,1,2,3,2,533
3603704,2,4,1,2,1,3,3,1,,3,2,1,2,1,0,534
3604009,3,10,5,2,2,2,2,2,2,1,1,2,2,3,1,535
3604009,3,6,3,2,2,2,2,4,3,1,1,2,2,3,1,536
3604112,4,7,4,2,2,2,2,4,3,1,1,2,2,3,2,537
3603804,1,8,5,2,2,2,2,4,3,1,1,1,2,3,1,538
3603808,1,9,5,2,2,2,2,2,2,1,1,1,1,3,0,539
3604105,4,7,4,2,2,1,1,5,3,1,1,1,2,3,2,540
3604105,4,3,1,2,1,1,1,1,,1,1,1,2,1,0,541
3604105,4,3,1,2,1,1,1,1,,1,1,1,2,1,0,542
3604108,4,10,5,2,2,3,3,1,1,4,2,1,2,3,0,543
3604017,3,7,4,2,2,4,4,1,1,1,1,2,2,3,1,544
3604017,3,4,1,2,1,4,4,2,,3,2,1,2,1,1,545
3604017,3,3,1,2,1,4,4,1,,3,2,1,2,1,0,546
3604017,3,11,6,1,2,4,4,1,1,4,2,2,2,4,0,547
3604017,3,11,6,1,2,4,4,1,1,4,2,2,2,4,1,548
3604017,3,10,5,2,2,4,4,1,1,4,2,2,2,3,0,549
3603803,1,11,6,1,2,2,2,3,2,3,2,2,2,4,3,550
3604013,3,10,5,2,2,1,1,5,3,1,1,1,2,3,1,551
3604013,3,10,5,2,2,3,3,5,3,3,2,1,2,3,1,552
3603704,2,13,6,1,2,1,1,4,3,4,2,2,2,4,0,553
3603704,2,12,6,1,2,1,1,3,2,4,2,2,2,4,0,554
3604018,3,9,5,2,2,1,1,5,3,1,1,1,2,3,2,555
3604018,3,9,5,2,2,1,1,2,2,1,1,1,2,3,0,556
3604018,3,5,2,2,2,1,1,2,,1,1,1,2,2,2,557
3604018,3,4,1,2,1,1,1,1,,1,1,1,2,1,0,558
3604018,3,4,1,2,1,1,1,1,,1,1,1,2,1,0,559
3603803,1,6,3,2,2,4,4,4,3,4,2,2,2,3,2,560
3603803,1,7,4,2,2,4,4,1,1,4,2,2,2,3,1,561
3603803,1,2,1,2,1,4,4,1,,4,2,1,2,1,0,562
3603803,1,2,1,2,1,4,4,1,,4,2,1,2,1,0,563
3603802,1,8,5,2,2,1,1,5,3,1,1,1,1,3,3,564
3603802,1,6,3,2,2,1,1,4,3,1,1,1,1,3,1,565
3604007,3,7,4,2,2,3,3,4,3,3,2,1,2,3,1,566
3604007,3,12,6,1,2,3,3,1,1,1,1,2,2,4,0,567
3604106,4,7,4,2,2,2,2,2,2,1,1,1,2,3,1,568
3604106,4,3,1,2,1,2,2,1,,1,1,1,2,1,0,569
3603706,2,6,3,2,2,3,3,4,3,1,1,1,2,3,1,570
3603706,2,6,3,2,2,1,1,4,3,1,1,2,2,3,1,571
3603706,2,6,3,2,2,1,1,4,3,1,1,2,1,3,2,572
3603903,5,10,5,2,2,1,1,3,2,1,1,1,2,3,1,573
3604014,3,11,6,1,2,1,1,3,2,3,2,1,2,4,2,574
3604004,3,9,5,2,2,1,1,4,3,1,1,1,2,3,1,575
3604110,4,9,5,2,2,1,1,3,2,1,1,1,1,3,0,576
3604015,3,7,4,2,2,2,2,1,1,4,2,2,1,3,0,577
3603807,1,6,3,2,2,1,1,4,3,1,1,1,2,3,1,578
3603807,1,6,3,2,2,1,1,4,3,3,2,2,2,3,1,579
3604015,3,7,4,2,2,3,3,1,1,3,2,2,2,3,1,580
3604015,3,4,1,2,1,3,3,1,,4,2,2,2,1,0,581
3604015,3,4,2,2,2,3,3,1,,3,2,1,2,2,0,582
3604015,3,4,1,2,1,3,3,2,,3,2,1,2,1,0,583
3604102,4,11,6,1,2,1,1,5,3,1,1,1,2,4,1,584
3604102,4,8,5,2,2,1,1,5,3,3,2,2,2,3,1,585
3604104,4,7,4,2,2,4,4,2,2,4,2,2,2,3,1,586
3604104,4,7,4,2,2,4,4,2,2,4,2,2,2,3,0,587
3604104,4,3,1,2,1,4,4,1,,4,2,1,2,1,0,588
3604104,4,2,1,2,1,4,4,1,,4,2,1,2,1,0,589
3604103,4,8,5,2,2,3,3,1,1,4,2,2,2,3,1,590
3604103,4,8,5,2,2,3,3,4,3,3,2,2,2,3,1,591
3604101,4,6,3,2,2,1,1,3,2,1,1,1,2,3,1,592
3604101,4,6,3,2,2,5,5,3,2,1,1,1,1,3,1,593
3604005,3,7,4,2,2,1,1,2,2,1,1,1,2,3,3,594
3604004,3,9,5,2,2,2,2,3,2,1,1,1,1,3,0,595
3603803,1,7,4,2,2,2,2,4,3,1,1,1,2,3,2,596
3603803,1,5,2,2,2,2,2,3,,1,1,1,2,2,1,597
3603803,1,3,1,2,1,2,2,1,,1,1,1,2,1,0,598
3604018,3,12,6,1,2,1,1,1,1,1,1,1,2,4,0,599
3604018,3,12,6,1,2,1,1,3,2,1,1,1,2,4,0,600
3604014,3,11,6,1,2,1,1,2,2,3,2,2,2,4,4,601
3604014,3,11,6,1,2,1,1,1,1,3,2,2,2,4,0,602
3603806,1,6,3,2,2,1,1,4,3,1,1,1,2,3,3,603
3603806,1,6,3,2,2,3,3,4,3,3,2,1,2,3,1,604
3603810,1,6,3,2,2,1,1,4,3,1,1,1,2,3,1,605
3603810,1,6,3,2,2,1,1,5,3,1,1,1,2,3,1,606
3604006,3,6,3,2,2,2,2,2,2,1,1,1,1,3,0,607
3604012,3,7,4,2,2,4,4,1,1,4,2,2,1,3,0,608
3604012,3,8,5,2,2,4,4,2,2,4,2,2,1,3,1,609
3604012,3,3,1,2,1,4,4,1,,3,2,1,1,1,0,610
3604012,3,2,1,2,1,4,4,1,,3,2,1,1,1,0,611
3604001,3,7,4,2,2,1,1,3,2,3,2,1,1,3,1,612
3604001,3,7,4,2,2,1,1,2,2,3,2,1,1,3,1,613
3604001,3,4,2,2,2,1,1,2,,3,2,1,1,2,0,614
3604001,3,4,1,2,1,1,1,1,,3,2,1,1,1,0,615
3604001,3,4,1,2,1,1,1,1,,3,2,1,1,1,0,616
3604001,3,3,1,2,1,1,1,1,,3,2,1,1,1,0,617
3604008,3,6,3,2,2,2,2,3,2,3,2,2,1,3,3,618
3604008,3,5,2,2,2,2,2,1,,3,2,2,1,2,0,619
3604101,4,11,6,1,2,1,1,3,2,1,1,1,2,4,1,620
3603903,5,7,4,2,2,3,3,1,1,4,2,2,1,3,0,621
3603903,5,3,1,2,1,3,3,1,,3,2,2,1,1,0,622
3603903,5,6,3,2,2,3,3,1,1,4,2,2,1,3,1,623
3603903,5,7,4,2,2,3,3,1,1,4,2,2,2,3,1,624
3603804,1,7,4,2,2,3,3,1,1,4,2,1,1,3,0,625
3603704,2,11,6,1,2,1,1,2,2,1,1,1,2,4,0,626
3603704,2,11,6,1,2,1,1,3,2,1,1,2,2,4,0,627
3603709,2,7,4,2,2,3,3,3,2,4,2,2,2,3,1,628
3603709,2,8,5,2,2,3,3,3,2,3,2,2,2,3,1,629
3603709,2,5,2,2,2,3,3,3,,3,2,1,2,2,1,630
3603709,2,4,2,2,2,3,3,3,,3,2,1,2,2,0,631
3603709,2,3,1,2,1,3,3,1,,3,2,1,2,1,0,632
3603709,2,2,1,2,1,3,3,1,,3,2,1,2,1,0,633
3603709,2,8,5,2,2,3,3,3,2,4,2,2,2,3,0,634
3604016,3,11,6,1,2,1,1,2,2,1,1,1,2,4,0,635
3604016,3,10,5,2,2,1,1,3,2,1,1,1,2,3,1,636
3604016,3,13,6,1,2,1,1,1,1,1,1,1,2,4,0,637
3604104,4,8,5,2,2,1,1,4,3,3,2,1,2,3,2,638
3604104,4,4,2,2,2,3,3,3,,3,2,1,2,2,1,639
3603807,1,12,6,1,2,3,3,1,1,4,2,1,2,4,0,640
3604002,3,11,6,1,2,3,3,3,2,4,2,1,2,4,0,641
3604002,3,6,3,2,2,3,3,3,2,3,2,1,2,3,1,642
3604002,3,2,1,2,1,3,3,1,,3,2,1,2,1,0,643
3604110,4,9,5,2,2,1,1,2,2,1,1,1,2,3,1,644
3604110,4,8,5,2,2,1,1,2,2,1,1,1,2,3,0,645
3604110,4,6,3,2,2,1,1,2,2,1,1,1,2,3,1,646
3603901,5,9,5,2,2,1,1,3,2,1,1,1,2,3,1,647
3603901,5,10,5,2,2,1,1,1,1,1,1,1,2,3,0,648
3603901,5,6,3,2,2,1,1,2,2,1,1,1,2,3,1,649
3604101,4,7,4,2,2,1,1,4,3,3,2,2,2,3,1,650
3604101,4,8,5,2,2,3,3,4,3,3,2,2,2,3,1,651
3604108,4,8,5,2,2,1,1,3,2,1,1,1,1,3,0,652
3604108,4,11,6,1,2,4,4,4,3,4,2,2,1,4,1,653
3603805,1,7,4,2,2,1,1,5,3,1,1,1,2,3,1,654
3603805,1,7,4,2,2,1,1,4,3,1,1,1,2,3,1,655
3603805,1,1,1,2,1,1,1,0,,0,0,1,2,1,0,656
3603805,1,1,1,2,1,1,1,0,,0,0,1,2,1,0,657
3604112,4,12,6,1,2,2,2,4,3,1,1,1,2,4,0,658
3604112,4,11,6,1,2,2,2,4,3,3,2,1,2,4,0,659
3603804,1,12,6,1,2,2,2,3,2,1,1,1,2,4,0,660
3603804,1,8,5,2,2,2,2,2,2,1,1,1,2,3,2,661
3603809,1,6,3,2,2,1,1,5,3,1,1,1,2,3,2,662
3603809,1,6,3,2,2,1,1,4,3,1,1,2,2,3,1,663
3603809,1,6,3,2,2,1,1,4,3,1,1,1,2,3,1,664
3603806,1,11,6,1,2,1,1,3,2,1,1,1,2,4,0,665
3603806,1,10,5,2,2,1,1,3,2,1,1,1,2,3,2,666
