State_PUMA,Borough,AGEGROUPSD,AGEGROUPS,Age65Plus,Age18,MUTU,MUTUD,EDUCD_Recode,EDUCD_College,ENGAbility,LANX,NATIVITY,PovertyLevel,DisabilityAgeGroups,CLASSWKR_DCP,id
3604014,3,7,4,2,2,1,1,1,1,1,1,1,1,3,0,667
3604109,4,6,3,2,2,1,1,4,3,1,1,1,2,3,1,668
3604109,4,6,3,2,2,1,1,3,2,1,1,1,2,3,1,669
3603802,1,4,2,2,2,4,4,3,,1,1,1,,2,0,670
3603801,1,5,2,2,2,1,1,3,,3,2,1,,2,0,671
3604101,4,6,3,2,2,1,1,5,3,1,1,1,2,3,1,672
3604101,4,6,3,2,2,1,1,4,3,1,1,1,2,3,1,673
3603903,5,9,5,2,2,3,3,5,3,3,2,1,2,3,1,674
3603903,5,6,3,2,2,3,3,4,3,3,2,1,2,3,1,675
3603903,5,6,3,2,2,3,3,3,2,3,2,1,2,3,1,676
3604103,4,7,4,2,2,4,4,1,1,4,2,2,2,3,1,677
3604103,4,7,4,2,2,4,4,1,1,4,2,2,2,3,1,678
3604103,4,2,1,2,1,4,4,1,,4,2,1,2,1,0,679
3604103,4,2,1,2,1,4,4,1,,4,2,1,2,1,0,680
3604112,4,6,3,2,2,2,2,3,2,1,1,2,2,3,2,681
3604112,4,8,5,2,2,2,2,2,2,1,1,2,2,3,2,682
3603801,1,8,5,2,2,3,3,1,1,4,2,2,1,3,1,683
3603710,2,8,5,2,2,2,2,1,1,4,2,1,2,3,0,684
3603710,2,4,1,2,1,2,2,1,,4,2,1,2,1,0,685
3604002,3,8,5,2,2,3,3,2,2,4,2,2,2,3,1,686
3603809,1,10,5,2,2,1,1,4,3,1,1,1,1,3,0,687
3603705,2,10,5,2,2,3,3,1,1,4,2,2,1,3,0,688
3603705,2,7,4,2,2,3,3,1,1,3,2,1,1,3,0,689
3604015,3,12,6,1,2,1,1,1,1,1,1,1,1,4,0,690
3604112,4,10,5,2,2,4,4,2,2,4,2,2,2,3,0,691
3604112,4,11,6,1,2,4,4,4,3,4,2,2,2,4,0,692
3604013,3,6,3,2,2,3,3,2,2,4,2,2,2,3,1,693
3604013,3,1,1,2,1,3,3,0,,0,0,1,2,1,0,694
3604013,3,6,3,2,2,3,3,2,2,4,2,2,2,3,1,695
3604013,3,7,4,2,2,3,3,1,1,4,2,2,2,3,1,696
3604013,3,6,3,2,2,3,3,1,1,4,2,2,1,3,1,697
3603806,1,11,6,1,2,1,1,5,3,1,1,1,2,4,3,698
3604014,3,11,6,1,2,1,1,3,2,1,1,1,2,4,1,699
3603810,1,6,3,2,2,1,1,5,3,1,1,1,2,3,1,700
3603810,1,6,3,2,2,1,1,5,3,3,2,2,2,3,1,701
3603903,5,9,5,2,2,2,2,2,2,1,1,1,2,3,1,702
3603903,5,9,5,2,2,2,2,2,2,1,1,1,2,3,1,703
3603903,5,6,3,2,2,2,2,3,2,1,1,1,2,3,1,704
3604103,4,12,6,1,2,1,1,1,1,4,2,2,2,4,0,705
3603706,2,10,5,2,2,2,2,4,3,3,2,2,2,3,1,706
3603706,2,10,5,2,2,2,2,3,2,3,2,2,2,3,1,707
3603706,2,5,2,2,2,2,2,3,,3,2,2,2,2,1,708
3603706,2,4,2,2,2,2,2,3,,3,2,2,2,2,1,709
3603706,2,4,1,2,1,2,2,1,,3,2,2,2,1,1,710
3603706,2,2,1,2,1,2,2,1,,3,2,1,2,1,0,711
3604111,4,10,5,2,2,4,4,3,2,3,2,2,2,3,1,712
3603702,2,12,6,1,2,1,1,2,2,4,2,2,2,4,0,713
3604001,3,6,3,2,2,3,3,5,3,1,1,1,2,3,1,714
3604001,3,6,3,2,2,1,1,4,3,1,1,2,2,3,1,715
3604015,3,7,4,2,2,3,3,2,2,4,2,2,2,3,1,716
3604015,3,7,4,2,2,3,3,2,2,4,2,2,2,3,1,717
3604015,3,4,1,2,1,3,3,2,,3,2,2,2,1,1,718
3604015,3,2,1,2,1,3,3,1,,3,2,1,2,1,0,719
3603809,1,6,3,2,2,3,3,2,2,3,2,1,1,3,0,720
3604102,4,5,2,2,2,3,3,4,,3,2,1,2,2,1,721
3604102,4,9,5,2,2,3,3,3,2,4,2,2,2,3,3,722
3603802,1,6,3,2,2,2,2,4,3,1,1,1,2,3,1,723
3604103,4,13,6,1,2,1,1,4,3,1,1,1,2,4,0,724
3604103,4,10,5,2,2,1,1,5,3,1,1,1,2,3,2,725
3604017,3,6,3,2,2,1,1,4,3,4,2,2,1,3,1,726
3604017,3,11,6,1,2,1,1,2,2,4,2,2,1,4,0,727
3604110,4,11,6,1,2,1,1,2,2,1,1,1,2,4,1,728
3604110,4,11,6,1,2,3,3,2,2,3,2,2,2,4,1,729
3603902,5,9,5,2,2,1,1,2,2,1,1,2,2,3,1,730
3603902,5,6,3,2,2,1,1,3,2,1,1,1,2,3,1,731
3603902,5,5,2,2,2,1,1,3,,1,1,1,2,2,1,732
3603902,5,6,3,2,2,1,1,3,2,1,1,1,2,3,1,733
3604101,4,6,3,2,2,1,1,4,3,1,1,1,2,3,1,734
3604101,4,5,2,2,2,1,1,4,,3,2,1,2,2,1,735
3603710,2,1,1,2,1,2,2,0,,0,0,1,,1,0,736
3604005,3,8,5,2,2,3,3,1,1,1,1,1,2,3,1,737
3603704,2,7,4,2,2,6,8,4,3,1,1,1,1,3,2,738
3603704,2,3,1,2,1,6,8,1,,1,1,1,1,1,0,739
3603704,2,3,1,2,1,6,8,1,,1,1,1,1,1,0,740
3603704,2,6,3,2,2,6,8,3,2,1,1,1,1,3,2,741
3603709,2,8,5,2,2,3,3,3,2,3,2,1,2,3,2,742
3603709,2,8,5,2,2,3,3,2,2,3,2,2,2,3,2,743
3603709,2,5,2,2,2,3,3,4,,3,2,1,2,2,2,744
3603709,2,4,2,2,2,3,3,3,,3,2,1,2,2,0,745
3604005,3,6,3,2,2,1,1,4,3,1,1,1,2,3,1,746
3604005,3,6,3,2,2,3,3,4,3,1,1,1,2,3,1,747
3603808,1,6,3,2,2,4,4,4,3,1,1,1,2,3,1,748
3603808,1,5,2,2,2,4,4,5,,1,1,1,2,2,1,749
3603805,1,6,3,2,2,4,4,5,3,3,2,2,2,3,1,750
3603805,1,6,3,2,2,4,4,4,3,3,2,1,2,3,1,751
3604113,4,8,5,2,2,3,3,4,3,3,2,1,2,3,0,752
3604113,4,8,5,2,2,3,3,3,2,3,2,1,2,3,1,753
3603703,2,5,2,2,2,1,1,3,,1,1,1,,2,1,754
3603710,2,1,1,2,1,2,2,0,,0,0,1,,1,0,755
3603709,2,7,4,2,2,3,3,2,2,1,1,1,2,3,1,756
3603709,2,3,1,2,1,3,3,1,,1,1,1,2,1,0,757
3603709,2,1,1,2,1,3,3,1,,0,0,1,2,1,0,758
3603705,2,7,4,2,2,3,3,2,2,4,2,2,2,3,2,759
3603705,2,5,2,2,2,3,3,2,,3,2,1,2,2,2,760
3603705,2,1,1,2,1,3,3,0,,0,0,1,2,1,0,761
3603803,1,9,5,2,2,2,2,3,2,1,1,1,2,3,1,762
3604114,4,9,5,2,2,4,4,1,1,3,2,2,2,3,1,763
3604114,4,10,5,2,2,4,4,1,1,3,2,2,2,3,1,764
3604114,4,6,3,2,2,4,4,3,2,3,2,2,2,3,1,765
3604013,3,8,5,2,2,1,1,4,3,3,2,2,2,3,1,766
3604013,3,8,5,2,2,1,1,3,2,4,2,2,2,3,0,767
3604013,3,13,6,1,2,1,1,4,3,4,2,2,2,4,0,768
3604110,4,12,6,1,2,1,1,5,3,1,1,2,2,4,0,769
3603802,1,5,2,2,2,1,1,3,,1,1,1,,2,0,770
3604015,3,10,5,2,2,1,1,5,3,1,1,1,2,3,1,771
3604015,3,10,5,2,2,1,1,5,3,1,1,1,2,3,1,772
3604015,3,6,3,2,2,1,1,5,3,1,1,1,2,3,1,773
3604015,3,5,2,2,2,1,1,2,,1,1,1,2,2,1,774
3604103,4,10,5,2,2,4,4,5,3,3,2,2,2,3,1,775
3604103,4,9,5,2,2,4,4,5,3,3,2,2,2,3,0,776
3604103,4,13,6,1,2,4,4,1,1,4,2,2,2,4,0,777
3603709,2,8,5,2,2,2,2,1,1,3,2,1,1,3,0,778
3603709,2,8,5,2,2,2,2,3,2,1,1,1,2,3,1,779
3604016,3,5,2,2,2,3,3,2,,3,2,1,1,2,0,780
3604006,3,8,5,2,2,1,1,4,3,1,1,1,2,3,3,781
3604006,3,8,5,2,2,6,8,4,3,1,1,1,2,3,1,782
3604006,3,3,1,2,1,6,8,1,,1,1,1,2,1,0,783
3604006,3,2,1,2,1,6,8,1,,1,1,1,2,1,0,784
3604109,4,8,5,2,2,1,1,2,2,1,1,1,2,3,1,785
3604015,3,6,3,2,2,1,1,4,3,1,1,1,2,3,1,786
3604015,3,7,4,2,2,1,1,5,3,1,1,1,2,3,1,787
3603902,5,13,6,1,2,3,3,4,3,1,1,1,2,4,0,788
3603902,5,13,6,1,2,1,1,2,2,1,1,1,2,4,0,789
3604112,4,8,5,2,2,4,4,4,3,4,2,2,2,3,2,790
3604112,4,7,4,2,2,4,4,4,3,3,2,2,2,3,0,791
3604112,4,2,1,2,1,4,4,1,,1,1,1,2,1,0,792
3604112,4,11,6,1,2,4,4,4,3,3,2,2,2,4,0,793
3604002,3,5,2,2,2,1,1,4,,1,1,1,1,2,3,794
3604002,3,5,2,2,2,4,4,4,,3,2,2,1,2,2,795
3604002,3,5,2,2,2,1,1,4,,1,1,1,2,2,3,796
3604102,4,7,4,2,2,4,4,3,2,4,2,2,2,3,1,797
3604102,4,7,4,2,2,4,4,2,2,4,2,2,2,3,1,798
3604102,4,3,1,2,1,4,4,1,,1,1,2,2,1,0,799
3604102,4,2,1,2,1,4,4,1,,3,2,2,2,1,0,800
3604102,4,1,1,2,1,4,4,1,,0,0,1,2,1,0,801
3604102,4,1,1,2,1,4,4,1,,0,0,2,2,1,0,802
3604102,4,7,4,2,2,4,4,1,1,4,2,2,2,3,1,803
3604102,4,7,4,2,2,4,4,2,2,4,2,2,2,3,0,804
3604102,4,11,6,1,2,4,4,5,3,4,2,2,2,4,1,805
3604102,4,11,6,1,2,4,4,1,1,4,2,2,2,4,1,806
3603705,2,5,2,2,2,3,3,2,,3,2,1,1,2,1,807
3604005,3,6,3,2,2,1,1,4,3,1,1,1,2,3,1,808
3604005,3,7,4,2,2,1,1,2,2,1,1,1,2,3,1,809
3604007,3,2,1,2,1,3,3,1,,1,1,1,,1,0,810
3604005,3,6,3,2,2,1,1,2,2,4,2,2,2,3,1,811
3604005,3,6,3,2,2,1,1,5,3,3,2,2,2,3,1,812
3604001,3,6,3,2,2,3,3,4,3,3,2,1,2,3,1,813
3604001,3,6,3,2,2,1,1,4,3,1,1,1,2,3,2,814
3603704,2,8,5,2,2,1,1,4,3,1,1,2,2,3,2,815
3603704,2,11,6,1,2,1,1,3,2,4,2,2,2,4,0,816
3603804,1,13,6,1,2,3,3,1,1,4,2,1,2,4,0,817
3603704,2,13,6,1,2,1,1,2,2,4,2,2,1,4,0,818
3604017,3,13,6,1,2,1,1,2,2,3,2,2,2,4,0,819
3604017,3,12,6,1,2,1,1,1,1,4,2,2,2,4,0,820
3604017,3,8,5,2,2,1,1,2,2,3,2,1,2,3,1,821
3604103,4,7,4,2,2,1,1,4,3,3,2,1,2,3,1,822
3604103,4,7,4,2,2,1,1,4,3,3,2,1,2,3,0,823
3604103,4,2,1,2,1,1,1,1,,3,2,1,2,1,0,824
3604103,4,2,1,2,1,1,1,1,,3,2,1,2,1,0,825
3604113,4,8,5,2,2,3,3,1,1,4,2,2,2,3,1,826
3604113,4,8,5,2,2,3,3,1,1,4,2,2,2,3,1,827
3604113,4,5,2,2,2,3,3,3,,3,2,2,2,2,1,828
3604113,4,5,2,2,2,3,3,2,,3,2,1,2,2,1,829
3604113,4,7,4,2,2,3,3,1,1,4,2,2,2,3,1,830
3604113,4,1,1,2,1,3,3,1,,0,0,1,2,1,0,831
3604010,3,8,5,2,2,2,2,4,3,1,1,1,2,3,1,832
3604010,3,6,3,2,2,2,2,4,3,1,1,1,2,3,1,833
3604010,3,3,1,2,1,2,2,1,,1,1,1,2,1,0,834
3604105,4,9,5,2,2,1,1,3,2,1,1,1,2,3,3,835
3604105,4,9,5,2,2,1,1,3,2,1,1,1,2,3,1,836
3604001,3,6,3,2,2,6,8,4,3,1,1,1,2,3,1,837
3603707,2,4,1,2,1,3,3,1,,3,2,1,1,1,0,838
3604011,3,10,5,2,2,2,2,2,2,1,1,1,2,3,0,839
3604110,4,12,6,1,2,1,1,2,2,1,1,1,2,4,0,840
3603706,2,8,5,2,2,4,4,1,1,4,2,2,2,3,3,841
3603706,2,6,3,2,2,4,4,4,3,3,2,2,2,3,1,842
3603706,2,1,1,2,1,4,4,1,,0,0,1,2,1,0,843
3603706,2,1,1,2,1,4,4,0,,0,0,1,2,1,0,844
3604108,4,11,6,1,2,1,1,4,3,4,2,2,2,4,1,845
3604108,4,10,5,2,2,1,1,3,2,4,2,2,2,3,0,846
3604105,4,11,6,1,2,1,1,2,2,1,1,2,2,4,1,847
3604105,4,11,6,1,2,1,1,2,2,1,1,2,2,4,1,848
3604013,3,8,5,2,2,1,1,3,2,1,1,1,2,3,1,849
3604013,3,7,4,2,2,1,1,4,3,1,1,1,2,3,3,850
3604013,3,11,6,1,2,1,1,2,2,1,1,1,2,4,1,851
3604013,3,10,5,2,2,2,2,1,1,3,2,1,2,3,1,852
3604014,3,10,5,2,2,1,1,3,2,3,2,1,2,3,0,853
3604014,3,11,6,1,2,1,1,3,2,3,2,1,2,4,4,854
3604014,3,6,3,2,2,1,1,1,1,3,2,1,2,3,0,855
3604014,3,6,3,2,2,1,1,1,1,3,2,1,2,3,0,856
3604014,3,5,2,2,2,1,1,1,,3,2,1,2,2,0,857
3604014,3,5,2,2,2,1,1,1,,3,2,1,2,2,0,858
3604101,4,8,5,2,2,1,1,3,2,4,2,2,2,3,1,859
3603808,1,9,5,2,2,1,1,2,2,1,1,1,2,3,1,860
3603708,2,6,3,2,2,2,2,3,2,1,1,2,2,3,1,861
3603708,2,3,1,2,1,2,2,1,,1,1,1,2,1,0,862
3603708,2,2,1,2,1,2,2,1,,1,1,1,2,1,0,863
3603808,1,10,5,2,2,1,1,3,2,1,1,1,2,3,0,864
3603808,1,7,4,2,2,1,1,5,3,3,2,1,2,3,1,865
3604103,4,12,6,1,2,1,1,2,2,1,1,1,2,4,0,866
3604103,4,12,6,1,2,1,1,2,2,1,1,1,2,4,0,867
3604109,4,6,3,2,2,6,8,5,3,1,1,1,2,3,1,868
3604109,4,7,4,2,2,4,4,5,3,1,1,1,2,3,1,869
3604109,4,1,1,2,1,4,4,0,,0,0,1,2,1,0,870
3604103,4,10,5,2,2,1,1,4,3,3,2,2,2,3,1,871
3604103,4,10,5,2,2,1,1,4,3,4,2,2,2,3,2,872
3604103,4,6,3,2,2,1,1,5,3,3,2,1,2,3,1,873
3604103,4,5,2,2,2,1,1,4,,3,2,1,2,2,2,874
3604007,3,7,4,2,2,3,3,2,2,3,2,2,2,3,1,875
3604007,3,8,5,2,2,3,3,3,2,4,2,2,2,3,1,876
3604007,3,4,1,2,1,3,3,1,,3,2,1,2,1,1,877
3604007,3,3,1,2,1,3,3,1,,3,2,2,2,1,0,878
3603903,5,6,3,2,2,5,7,3,2,1,1,1,2,3,2,879
3603903,5,6,3,2,2,5,7,3,2,1,1,1,2,3,1,880
3604007,3,8,5,2,2,2,2,3,2,1,1,1,1,3,0,881
3604004,3,6,3,2,2,1,1,4,3,4,2,1,2,3,1,882
3604004,3,7,4,2,2,1,1,3,2,4,2,2,2,3,1,883
3604012,3,11,6,1,2,1,1,2,2,3,2,1,2,4,3,884
3604012,3,11,6,1,2,1,1,2,2,1,1,1,2,4,3,885
3604101,4,10,5,2,2,1,1,2,2,1,1,1,2,3,1,886
3603810,1,12,6,1,2,6,8,1,1,1,1,1,1,4,0,887
3604101,4,10,5,2,2,2,2,2,2,1,1,1,2,3,2,888
3603803,1,7,4,2,2,2,2,2,2,1,1,1,1,3,2,889
3603803,1,4,1,2,1,2,2,1,,1,1,1,1,1,0,890
3603803,1,3,1,2,1,2,2,1,,1,1,1,1,1,0,891
3603704,2,12,6,1,2,1,1,1,1,4,2,2,2,4,0,892
3603704,2,10,5,2,2,1,1,3,2,1,1,2,2,3,1,893
3603701,2,6,3,2,2,3,3,1,1,4,2,2,1,3,1,894
3603701,2,5,2,2,2,3,3,3,,3,2,1,1,2,1,895
3603701,2,5,2,2,2,3,3,2,,3,2,1,1,2,0,896
3603701,2,1,1,2,1,3,3,1,,0,0,1,1,1,0,897
3603701,2,1,1,2,1,3,3,0,,0,0,1,1,1,0,898
3604011,3,12,6,1,2,2,2,3,2,1,1,1,1,4,0,899
3603807,1,7,4,2,2,1,1,4,3,1,1,1,2,3,3,900
3603807,1,2,1,2,1,1,1,1,,1,1,1,2,1,0,901
3603701,2,6,3,2,2,1,1,4,3,1,1,1,1,3,3,902
3603701,2,6,3,2,2,1,1,5,3,1,1,1,1,3,1,903
3603701,2,6,3,2,2,1,1,5,3,1,1,1,2,3,1,904
3604114,4,11,6,1,2,3,3,2,2,4,2,2,,4,0,905
3604015,3,7,4,2,2,1,1,5,3,1,1,2,2,3,2,906
3604015,3,1,1,2,1,1,1,0,,0,0,1,2,1,0,907
3604113,4,10,5,2,2,3,3,1,1,4,2,2,1,3,0,908
3604113,4,8,5,2,2,3,3,2,2,4,2,2,1,3,1,909
3604113,4,5,2,2,2,3,3,2,,3,2,1,1,2,1,910
3604113,4,4,2,2,2,3,3,1,,3,2,1,1,2,1,911
3604110,4,9,5,2,2,3,3,2,2,1,1,1,2,3,0,912
3604110,4,9,5,2,2,3,3,1,1,1,1,1,2,3,3,913
3604011,3,11,6,1,2,2,2,5,3,1,1,2,2,4,1,914
3604011,3,11,6,1,2,2,2,3,2,1,1,2,2,4,1,915
3604011,3,6,3,2,2,2,2,3,2,1,1,2,2,3,1,916
3604011,3,6,3,2,2,2,2,3,2,1,1,2,2,3,1,917
3604011,3,5,2,2,2,2,2,2,,1,1,2,2,2,1,918
3604009,3,7,4,2,2,2,2,2,2,1,1,1,2,3,2,919
3604009,3,7,4,2,2,2,2,2,2,1,1,1,2,3,1,920
3604009,3,4,2,2,2,2,2,1,,1,1,1,2,2,0,921
3604009,3,3,1,2,1,2,2,1,,1,1,1,2,1,0,922
3604009,3,3,1,2,1,2,2,1,,3,2,1,2,1,0,923
3603702,2,12,6,1,2,2,2,1,1,1,1,2,2,4,0,924
3603702,2,9,5,2,2,2,2,3,2,1,1,2,2,3,2,925
3603702,2,6,3,2,2,2,2,3,2,1,1,1,2,3,2,926
3603702,2,2,1,2,1,2,2,1,,1,1,1,2,1,0,927
3603702,2,1,1,2,1,2,2,0,,0,0,1,2,1,0,928
3604113,4,11,6,1,2,1,1,2,2,1,1,1,2,4,0,929
3604113,4,11,6,1,2,1,1,2,2,1,1,1,2,4,0,930
3604113,4,8,5,2,2,1,1,2,2,1,1,1,2,3,0,931
3603709,2,6,3,2,2,4,4,3,2,4,2,2,2,3,1,932
3603709,2,6,3,2,2,4,4,2,2,4,2,2,2,3,1,933
3603903,5,13,6,1,2,1,1,2,2,1,1,1,2,4,0,934
3604008,3,6,3,2,2,2,2,2,2,1,1,1,2,3,1,935
3604008,3,6,3,2,2,2,2,2,2,1,1,1,1,3,1,936
3604113,4,8,5,2,2,6,8,3,2,1,1,2,2,3,1,937
3604113,4,8,5,2,2,6,8,2,2,1,1,2,2,3,0,938
3604113,4,5,2,2,2,6,8,3,,1,1,2,2,2,1,939
3604113,4,5,2,2,2,6,8,2,,1,1,2,2,2,0,940
3604113,4,3,1,2,1,6,8,1,,1,1,1,2,1,0,941
3604113,4,11,6,1,2,2,2,2,2,1,1,2,2,4,1,942
3604113,4,9,5,2,2,6,8,3,2,1,1,2,1,3,3,943
3604113,4,8,5,2,2,2,2,2,2,1,1,1,2,3,1,944
3604113,4,7,4,2,2,2,2,3,2,1,1,1,1,3,1,945
3603807,1,13,6,1,2,6,8,3,2,1,1,1,2,4,0,946
3603809,1,11,6,1,2,2,2,5,3,1,1,1,2,4,0,947
3603805,1,9,5,2,2,1,1,4,3,1,1,1,1,3,0,948
3603802,1,6,3,2,2,2,2,4,3,1,1,1,,3,1,949
3603706,2,8,5,2,2,1,1,1,1,4,2,2,1,3,1,950
3603706,2,6,3,2,2,1,1,1,1,3,2,2,1,3,0,951
3604111,4,10,5,2,2,4,4,3,2,1,1,2,2,3,2,952
3604111,4,10,5,2,2,4,4,2,2,1,1,2,2,3,1,953
3604111,4,7,4,2,2,4,4,5,3,1,1,2,2,3,1,954
3603709,2,11,6,1,2,3,3,1,1,4,2,1,2,4,0,955
3603709,2,8,5,2,2,3,3,2,2,3,2,1,2,3,0,956
3603709,2,3,1,2,1,3,3,1,,3,2,1,2,1,0,957
3603709,2,3,1,2,1,3,3,1,,1,1,1,2,1,0,958
3603709,2,9,5,2,2,3,3,3,2,3,2,1,2,3,0,959
3604107,4,13,6,1,2,3,3,1,1,4,2,2,1,4,0,960
3604006,3,12,6,1,2,2,2,5,3,1,1,1,1,4,0,961
3604006,3,2,1,2,1,2,2,1,,1,1,1,,1,0,962
3603903,5,8,5,2,2,1,1,2,2,3,2,2,2,3,3,963
3603903,5,7,4,2,2,1,1,1,1,3,2,2,2,3,0,964
3603903,5,6,3,2,2,1,1,4,3,3,2,1,2,3,1,965
3603903,5,5,2,2,2,1,1,1,,3,2,1,2,2,0,966
3603903,5,5,2,2,2,1,1,3,,3,2,1,2,2,0,967
3603903,5,4,2,2,2,1,1,2,,3,2,1,2,2,0,968
3603810,1,6,3,2,2,1,1,5,3,1,1,1,1,3,1,969
3603810,1,6,3,2,2,1,1,5,3,1,1,1,2,3,1,970
3603810,1,6,3,2,2,1,1,4,3,1,1,1,2,3,1,971
3603902,5,11,6,1,2,1,1,4,3,1,1,1,2,4,0,972
3603902,5,11,6,1,2,1,1,4,3,1,1,1,2,4,0,973
3604108,4,13,6,1,2,1,1,1,1,3,2,2,1,4,0,974
3604101,4,12,6,1,2,2,2,2,2,1,1,1,2,4,0,975
3604010,3,7,4,2,2,2,2,3,2,1,1,2,2,3,2,976
3603703,2,8,5,2,2,2,2,1,1,4,2,2,1,3,3,977
3603703,2,6,3,2,2,2,2,3,2,4,2,2,1,3,1,978
3603703,2,2,1,2,1,2,2,1,,4,2,1,1,1,0,979
3603703,2,1,1,2,1,2,2,0,,0,0,1,1,1,0,980
3603703,2,1,1,2,1,2,2,0,,0,0,1,1,1,0,981
3604006,3,7,4,2,2,1,1,4,3,1,1,1,2,3,1,982
3604006,3,6,3,2,2,1,1,4,3,1,1,1,2,3,1,983
3603708,2,12,6,1,2,3,3,1,1,4,2,2,1,4,0,984
3604113,4,8,5,2,2,3,3,3,2,3,2,2,2,3,0,985
3604113,4,6,3,2,2,3,3,3,2,4,2,2,2,3,1,986
3604113,4,6,3,2,2,3,3,3,2,3,2,1,2,3,1,987
3604113,4,4,2,2,2,3,3,1,,3,2,1,2,2,0,988
3604113,4,3,1,2,1,3,3,1,,3,2,1,2,1,0,989
3604113,4,3,1,2,1,3,3,1,,3,2,1,2,1,0,990
3603901,5,7,4,2,2,1,1,5,3,1,1,1,2,3,2,991
3603901,5,7,4,2,2,1,1,5,3,1,1,1,2,3,2,992
3603901,5,2,1,2,1,1,1,1,,1,1,1,2,1,0,993
3603901,5,1,1,2,1,1,1,1,,0,0,1,2,1,0,994
3604105,4,11,6,1,2,2,2,3,2,1,1,1,2,4,1,995
3604105,4,11,6,1,2,2,2,3,2,1,1,1,2,4,1,996
3604105,4,11,6,1,2,2,2,3,2,1,1,1,2,4,2,997
3604013,3,13,6,1,2,1,1,2,2,1,1,1,2,4,0,998
3604002,3,7,4,2,2,3,3,3,2,3,2,1,2,3,1,999
3604002,3,4,1,2,1,3,3,1,,1,1,1,2,1,1,1000